,date,quarter,year,statementData.balanceSheet.ppeq,statementData.balanceSheet.intangibles,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.taxAssets,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.inventory,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.deposits,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.accoci,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.cashFlow.ncff,statementData.cashFlow.ncfx,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncf,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayEquity,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.capex,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswa,statementData.incomeStatement.netinc,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.epsDil,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.sga,statementData.incomeStatement.rnd,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.incomeStatement.ebit,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncComStock,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020-10-24 00:00:00+00:00,2,2021,379631000.0,435682000.0,1656258000.0,2789024000.0,142814000.0,1896297000.0,0.0,1132766000.0,828744000.0,0.0,761941000.0,823411000.0,784939000.0,0.0,690755000.0,0.0,642125000.0,1072886000.0,890839000.0,0.0,685497000.0,139481000.0,-80602000.0,0.0,0.0,96354000.0,-48656000.0,262000.0,0.0,19920000.0,261510000.0,-25009000.0,7077000.0,0.0,269441000.0,-7931000.0,-193196000.0,-25000000.0,-201127000.0,19014000.0,53826000.0,320368000.0,95518000.0,54060000.0,73706000.0,0.57,246662000.0,96415000.0,6381000.0,1232800000.0,0.0,0.56,0.0,1553168000.0,246662000.0,0.0,-234000.0,16722000.0,70782000.0,77163000.0,96177000.0,54060000.0,-0.173829457545111,0.0947485945315012,892727000.0,1.54374090071079,-2.62857142857143,0.20626744820908,16.1193930713826,0.720809259585627,0.20626744820908,9.26507462066961,1.0,-0.50100494143566
1,2020-07-25 00:00:00+00:00,1,2021,377556000.0,444202000.0,1460127000.0,2646196000.0,167200000.0,1791458000.0,0.0,1186069000.0,799587000.0,0.0,700535000.0,812674000.0,803017000.0,0.0,549715000.0,0.0,635817000.0,978784000.0,852616000.0,0.0,613919000.0,119561000.0,-84190000.0,0.0,0.0,95975000.0,135278000.0,2724000.0,0.0,41617000.0,133423000.0,0.0,9583000.0,0.0,139466000.0,-6439000.0,-229808000.0,136000000.0,-236247000.0,19867000.0,24202000.0,253816000.0,95189000.0,24407000.0,37872000.0,0.26,215944000.0,95843000.0,6691000.0,992021000.0,0.0,0.25,0.0,1245837000.0,215944000.0,0.0,-205000.0,9013000.0,33420000.0,40111000.0,59978000.0,24407000.0,-0.193031427096504,-0.0623293852185413,854738000.0,1.49177653087913,-0.1875,0.20373130674398,12.9808491794738,0.745724921887462,0.20373130674398,8.90584006251628,0.0,-0.515248718883849
2,2020-04-25 00:00:00+00:00,4,2020,382746000.0,452229000.0,1542765000.0,2715350000.0,30706000.0,1878906000.0,0.0,1172585000.0,799652000.0,0.0,812194000.0,804008000.0,668326000.0,0.0,862093000.0,0.0,637620000.0,1074898000.0,834117000.0,0.0,631438000.0,77944000.0,-97039000.0,0.0,0.0,95806000.0,-123248000.0,-3067000.0,0.0,-28225000.0,172678000.0,-24920000.0,8693000.0,0.0,181615000.0,-8937000.0,-74588000.0,-95000000.0,-83525000.0,20290000.0,-608797000.0,294032000.0,94460000.0,-608586000.0,-614463000.0,-6.46,908495000.0,92132000.0,7467000.0,992429000.0,0.0,-6.46,0.0,1286461000.0,233440000.0,0.0,-211000.0,-24127000.0,-632713000.0,-625246000.0,-604956000.0,-608586000.0,-0.180865793487788,-0.104576023208645,836444000.0,1.43526641597621,-22.5333333333333,0.228558813675657,13.4277707032962,0.764425134603419,0.228558813675657,8.73060142371041,2.0,-0.447509402552445
4,2020-01-25 00:00:00+00:00,3,2020,389989000.0,1140342000.0,1692674000.0,3513552000.0,126547000.0,2041584000.0,0.0,1820878000.0,1433163000.0,0.0,866313000.0,840127000.0,767415000.0,0.0,802610000.0,0.0,640868000.0,1201457000.0,1469430000.0,0.0,623487000.0,106169000.0,-77807000.0,0.0,0.0,95720000.0,-6320000.0,216000.0,0.0,-23406000.0,137001000.0,-25018000.0,9359000.0,0.0,147022000.0,-10021000.0,-154303000.0,17950000.0,-164324000.0,20617000.0,22972000.0,311830000.0,94267000.0,23227000.0,43816000.0,0.25,268014000.0,95021000.0,16584000.0,1144325000.0,0.0,0.24,0.0,1456155000.0,268014000.0,0.0,-255000.0,6567000.0,29794000.0,46378000.0,66995000.0,23227000.0,0.0141893734476227,0.042534607247565,1471968000.0,1.40885108663897,-0.264705882352941,0.214146158891052,15.2126514834935,0.436133738932783,0.214146158891052,15.3778520685332,4.0,0.0326145660324682
5,2019-10-26 00:00:00+00:00,2,2020,391174000.0,1148832000.0,1687432000.0,3435457000.0,31028000.0,1976833000.0,0.0,1748025000.0,1434833000.0,0.0,787406000.0,915406000.0,748473000.0,0.0,766485000.0,0.0,717445000.0,1061427000.0,1455831000.0,0.0,677225000.0,129575000.0,-87053000.0,0.0,0.0,95552000.0,-105505000.0,2068000.0,0.0,19794000.0,92660000.0,-24966000.0,9068000.0,0.0,106610000.0,-13950000.0,30571000.0,-81557000.0,16621000.0,20643000.0,-33349000.0,301494000.0,94093000.0,-33129000.0,-18146000.0,-0.35,319640000.0,94093000.0,9046000.0,1117250000.0,0.0,-0.35,0.0,1418744000.0,319640000.0,0.0,-220000.0,6426000.0,-26703000.0,-17657000.0,2986000.0,-33129000.0,0.0167861033147754,0.00996047700946501,1458624000.0,1.58977678163454,-2.12903225806452,0.212507682851875,14.8478734092431,0.492807887728727,0.212507682851875,15.2652377762894,6.0,0.0380361325639998
6,2019-07-27 00:00:00+00:00,1,2020,391182000.0,1156525000.0,1582664000.0,3349622000.0,57406000.0,1846245000.0,0.0,1766958000.0,1492836000.0,0.0,809643000.0,972018000.0,831577000.0,0.0,625435000.0,0.0,774171000.0,874227000.0,1500364000.0,0.0,604869000.0,109781000.0,-94221000.0,0.0,0.0,95319000.0,-36156000.0,-1281000.0,0.0,14135000.0,96796000.0,-25538000.0,10234000.0,0.0,105697000.0,-8901000.0,-45224000.0,-5533000.0,-54125000.0,20632000.0,29807000.0,290054000.0,93795000.0,30042000.0,16674000.0,0.32,273380000.0,94623000.0,8690000.0,1038597000.0,0.0,0.32,0.0,1328651000.0,273380000.0,0.0,-235000.0,10094000.0,40136000.0,48826000.0,69458000.0,30042000.0,0.0355702904393138,-0.00573889487547896,1503377000.0,1.81035817928296,-7.4,0.218307140099244,13.9389943243215,0.515988786721089,0.218307140099244,15.7720601349154,3.0,0.0801026525874803
7,2019-04-27 00:00:00+00:00,4,2019,305790000.0,1167379000.0,1604363000.0,3269269000.0,23975000.0,1788762000.0,0.0,1664906000.0,1483496000.0,163488000.0,761018000.0,913050000.0,749316000.0,0.0,648418000.0,0.0,725341000.0,875712000.0,1477259000.0,0.0,695175000.0,95646000.0,-88269000.0,0.0,0.0,95169000.0,-55733000.0,-1052000.0,0.0,-21785000.0,63186000.0,-24737000.0,11143000.0,0.0,93775000.0,-26808000.0,-28186000.0,-34532000.0,-54994000.0,20348000.0,27685000.0,312527000.0,92989000.0,27990000.0,46623000.0,0.3,265904000.0,93895000.0,9817000.0,1124179000.0,0.0,0.29,0.0,1436706000.0,265904000.0,0.0,-305000.0,8678000.0,36668000.0,46485000.0,66833000.0,27990000.0,0.0253000233099775,0.025772360451775,1480507000.0,1.83206693524812,0.304347826086956,0.217530239311314,15.0963654131072,0.491004624104507,0.217530239311314,15.5566098204247,5.0,0.0572645867956195
9,2019-01-26 00:00:00+00:00,3,2019,290271000.0,1174475000.0,1679666000.0,3320525000.0,51131000.0,1847828000.0,0.0,1640859000.0,1480054000.0,0.0,845846000.0,915130000.0,783771000.0,0.0,688125000.0,0.0,732640000.0,932698000.0,1469144000.0,0.0,644126000.0,117431000.0,-83001000.0,0.0,0.0,94954000.0,-56804000.0,1397000.0,0.0,-48084000.0,131193000.0,-24751000.0,8356000.0,0.0,143025000.0,-11832000.0,-123870000.0,-34689000.0,-135702000.0,20499000.0,31054000.0,299509000.0,92818000.0,31225000.0,45363000.0,0.34,254146000.0,93653000.0,9172000.0,1097236000.0,0.0,0.33,0.0,1396745000.0,254146000.0,0.0,-171000.0,6564000.0,37789000.0,46961000.0,67460000.0,31225000.0,0.0228143187069383,0.0156505640543854,1472697000.0,1.80086801944466,-0.711864406779661,0.214433558022402,14.7097015396929,0.498684948514237,0.214433558022402,15.5095835878425,5.0,0.052568062015291
10,2018-10-27 00:00:00+00:00,2,2019,289602000.0,1182533000.0,1705299000.0,3344254000.0,80286000.0,1888566000.0,0.0,1638955000.0,1473357000.0,0.0,792533000.0,919646000.0,818627000.0,0.0,662731000.0,0.0,738341000.0,968920000.0,1451964000.0,0.0,657745000.0,165515000.0,-86733000.0,0.0,0.0,94852000.0,-58904000.0,-589000.0,0.0,74039000.0,138779000.0,-24691000.0,7569000.0,0.0,150058000.0,-11910000.0,-5247000.0,-35688000.0,-17157000.0,21069000.0,28646000.0,295076000.0,92683000.0,28869000.0,41216000.0,0.31,253860000.0,93289000.0,9456000.0,1109676000.0,0.0,0.31,0.0,1404752000.0,253860000.0,0.0,-223000.0,9055000.0,37924000.0,47380000.0,68449000.0,28869000.0,0.0447947798648196,0.0137219400218078,1455688000.0,1.75999979358461,-0.27906976744186,0.210055582764787,14.8099354784296,0.508511919028296,0.210055582764787,15.3469404967739,5.0,0.106047310491791
11,2018-07-28 00:00:00+00:00,1,2019,289658000.0,1193093000.0,1641524000.0,3287758000.0,110442000.0,1840662000.0,0.0,1646234000.0,1468983000.0,0.0,845507000.0,923332000.0,854148000.0,0.0,588041000.0,0.0,743706000.0,917330000.0,1443149000.0,0.0,611531000.0,91476000.0,-83745000.0,0.0,0.0,94718000.0,-183805000.0,-733000.0,0.0,28492000.0,7569000.0,-25289000.0,6357000.0,0.0,15509000.0,-10184000.0,205461000.0,-160633000.0,195277000.0,20857000.0,-4509000.0,283663000.0,92529000.0,-4456000.0,4514000.0,-0.05,279149000.0,92529000.0,11221000.0,1052657000.0,0.0,-0.05,0.0,1336320000.0,279149000.0,0.0,-53000.0,-945000.0,-5401000.0,5820000.0,26677000.0,-4456000.0,0.0474625202125243,0.0246949080410854,1447096000.0,1.78945853727666,-1.15151515151515,0.212271761254789,14.1084060051944,0.515335561331505,0.212271761254789,15.2779408348994,6.0,0.115553467742681
12,2018-04-28 00:00:00+00:00,4,2018,290590000.0,1205401000.0,1772724000.0,3471664000.0,92598000.0,2009874000.0,0.0,1698940000.0,1497766000.0,152104000.0,779834000.0,1101493000.0,1014628000.0,0.0,610368000.0,0.0,922030000.0,908381000.0,1461790000.0,0.0,962052000.0,62984000.0,-74974000.0,0.0,0.0,94634000.0,-188190000.0,-3271000.0,0.0,-55021000.0,-2442000.0,-24558000.0,13533000.0,0.0,12582000.0,-15024000.0,138882000.0,-170377000.0,123858000.0,21029000.0,20928000.0,289839000.0,91846000.0,20928000.0,41251000.0,0.23,248588000.0,92407000.0,12289000.0,1110770000.0,0.0,0.23,0.0,1400609000.0,248588000.0,0.0,0.0,9383000.0,30311000.0,42600000.0,63629000.0,20928000.0,0.0567332802013417,-0.0307418797646004,1461790000.0,1.95152034223525,-0.646153846153846,0.206937839182813,14.8002726292876,0.630754075482798,0.206937839182813,15.4467738867637,8.0,0.141625186611799
14,2018-01-27 00:00:00+00:00,3,2018,287439000.0,1216374000.0,1979788000.0,3674358000.0,253754000.0,2211368000.0,0.0,1694570000.0,1501011000.0,0.0,882018000.0,1111282000.0,1185173000.0,0.0,654792000.0,0.0,931419000.0,1100086000.0,1462990000.0,0.0,985130000.0,118005000.0,-66763000.0,0.0,0.0,94824000.0,50067000.0,3924000.0,0.0,16549000.0,-347000.0,-24672000.0,6364000.0,-16246000.0,12487000.0,-11808000.0,-37095000.0,87000000.0,-48903000.0,20954000.0,108955000.0,294736000.0,91949000.0,108955000.0,50046000.0,1.18,244690000.0,92609000.0,11783000.0,1080486000.0,0.0,1.18,0.0,1375222000.0,244690000.0,0.0,0.0,-68596000.0,40359000.0,52142000.0,73096000.0,108955000.0,0.0680662075552344,-0.0158835795731842,1462990000.0,1.79966657152259,3.53846153846154,0.214318851792656,14.5028895638235,0.63665438588097,0.214318851792656,15.4284780224416,4.0,0.172396376093916
