,date,quarter,year,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.inventory,statementData.balanceSheet.taxAssets,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investments,statementData.balanceSheet.acctRec,statementData.balanceSheet.deferredRev,statementData.balanceSheet.intangibles,statementData.balanceSheet.ppeq,statementData.balanceSheet.debt,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.accoci,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.deposits,statementData.cashFlow.payDiv,statementData.cashFlow.capex,statementData.cashFlow.ncf,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.ncfx,statementData.cashFlow.sbcomp,statementData.cashFlow.ncff,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfi,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.issrepayDebt,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.rnd,statementData.incomeStatement.sga,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.revenue,statementData.incomeStatement.ebt,statementData.incomeStatement.intexp,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.eps,statementData.incomeStatement.ebit,statementData.incomeStatement.taxExp,statementData.incomeStatement.opinc,statementData.incomeStatement.opex,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebitda,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.costRev,statementData.incomeStatement.shareswa,statementData.incomeStatement.prefDVDs,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,3,2020,4613000000.0,3482000000.0,12876000000.0,87000000.0,2008000000.0,849000000.0,18300000000.0,1672000000.0,257000000.0,19325000000.0,8263000000.0,11298000000.0,235977363.0,354000000.0,2843000000.0,0.0,6349000000.0,3726000000.0,6347000000.0,5498000000.0,436000000.0,-2788000000.0,7002000000.0,267000000.0,5310000000.0,0.0,-127000000.0,-78000000.0,-244000000.0,17000000.0,842000000.0,26000000.0,14000000.0,-1032000000.0,764000000.0,-80000000.0,0.0,-918000000.0,132000000.0,0.0,92000000.0,836000000.0,0.0,3685000000.0,566000000.0,34000000.0,442000000.0,442000000.0,6000000.0,1.87,600000000.0,124000000.0,578000000.0,1081000000.0,1.86,732000000.0,448000000.0,1659000000.0,2026000000.0,235977363.0,0.0,6.0,-0.0368531102979613,0.450203527815468,1.51788424019077,5424000000.0,0.450203527815468,15.6159046492947,0.206451612903226,1.03540489642185,0.214204178867438,22.9852555814856,0.0597436394341242
1,2020-06-30 00:00:00+00:00,2,2020,5234000000.0,3055000000.0,13232000000.0,45000000.0,2252000000.0,1859000000.0,18170000000.0,1706000000.0,188000000.0,19010000000.0,7998000000.0,11093000000.0,235923428.0,296000000.0,2673000000.0,0.0,6223000000.0,3691000000.0,7141000000.0,5282000000.0,397000000.0,-2925000000.0,7077000000.0,251000000.0,4832000000.0,0.0,-121000000.0,-55000000.0,366000000.0,1000000.0,481000000.0,22000000.0,8000000.0,-85000000.0,426000000.0,-52000000.0,0.0,50000000.0,123000000.0,-1000000.0,86000000.0,766000000.0,0.0,3015000000.0,131000000.0,41000000.0,102000000.0,102000000.0,-2000000.0,0.43,172000000.0,29000000.0,151000000.0,1161000000.0,0.43,295000000.0,100000000.0,1312000000.0,1703000000.0,235923428.0,0.0,5.0,-0.250745526838966,0.435157545605307,1.35212074894918,4938000000.0,0.435157545605307,12.7795701578226,-0.626086956521739,1.09312913907285,0.19994025689535,20.9305198803741,0.055773130016943
2,2020-03-31 00:00:00+00:00,1,2020,5195000000.0,3367000000.0,13227000000.0,50000000.0,1886000000.0,1622000000.0,18064000000.0,1859000000.0,183000000.0,19029000000.0,8032000000.0,10998000000.0,235755928.0,295000000.0,2804000000.0,0.0,6161000000.0,3647000000.0,7000000000.0,5378000000.0,399000000.0,-3042000000.0,7066000000.0,245000000.0,4723000000.0,0.0,-120000000.0,-37000000.0,670000000.0,5000000.0,-159000000.0,-124000000.0,7000000.0,1012000000.0,-196000000.0,-59000000.0,0.0,1158000000.0,129000000.0,-44000000.0,101000000.0,905000000.0,0.0,3377000000.0,314000000.0,32000000.0,243000000.0,243000000.0,5000000.0,1.03,346000000.0,71000000.0,324000000.0,1145000000.0,1.02,475000000.0,248000000.0,1469000000.0,1908000000.0,235755928.0,0.0,3.0,-0.0681567328918322,0.435001480604086,1.36015399422522,4837000000.0,0.435001480604086,14.3241361040135,-0.21969696969697,1.1386830404404,0.23095460581321,20.5169814436225,0.0654120990096252
3,2019-12-31 00:00:00+00:00,4,2019,4375000000.0,3496000000.0,12305000000.0,57000000.0,1216000000.0,683000000.0,17708000000.0,1710000000.0,220000000.0,18906000000.0,7930000000.0,11538000000.0,236463211.0,315000000.0,2756000000.0,0.0,6601000000.0,3765000000.0,5844000000.0,5161000000.0,452000000.0,-2350000000.0,6170000000.0,258000000.0,5284000000.0,0.0,-121000000.0,-189000000.0,-216000000.0,-121000000.0,809000000.0,35000000.0,11000000.0,-799000000.0,620000000.0,-261000000.0,0.0,-534000000.0,134000000.0,-79000000.0,109000000.0,894000000.0,0.0,3672000000.0,387000000.0,33000000.0,292000000.0,292000000.0,8000000.0,1.24,420000000.0,95000000.0,394000000.0,1167000000.0,1.23,554000000.0,300000000.0,1561000000.0,2111000000.0,236463211.0,0.0,6.0,0.00740740740740731,0.425108932461874,1.41028571428571,5403000000.0,0.425108932461874,15.5288426663546,0.137614678899082,0.976722180166541,0.242371063663839,22.8492202958371,0.0699316436467974
5,2019-09-30 00:00:00+00:00,3,2019,4578000000.0,3636000000.0,12709000000.0,58000000.0,1432000000.0,801000000.0,18064000000.0,1860000000.0,194000000.0,18735000000.0,8131000000.0,11247000000.0,236292889.0,312000000.0,3028000000.0,0.0,6418000000.0,3604000000.0,6274000000.0,5473000000.0,455000000.0,-2328000000.0,6817000000.0,254000000.0,5247000000.0,0.0,-120000000.0,-91000000.0,469000000.0,10000000.0,789000000.0,-38000000.0,9000000.0,9000000.0,698000000.0,-291000000.0,0.0,124000000.0,133000000.0,-203000000.0,107000000.0,887000000.0,-1000000.0,3826000000.0,476000000.0,33000000.0,367000000.0,367000000.0,6000000.0,1.55,509000000.0,109000000.0,490000000.0,1155000000.0,1.54,642000000.0,373000000.0,1645000000.0,2181000000.0,236292889.0,0.0,7.0,0.00235787267487564,0.429952953476215,1.48907820008737,5355000000.0,0.429952953476215,16.1917695288748,-0.00641025641025639,1.04307223175148,0.243504531722054,22.6625524901005,0.0696779770909877
6,2019-06-30 00:00:00+00:00,2,2019,4706000000.0,3746000000.0,12768000000.0,53000000.0,963000000.0,821000000.0,17955000000.0,1945000000.0,199000000.0,18488000000.0,8062000000.0,11248000000.0,236059963.0,304000000.0,3332000000.0,0.0,6393000000.0,3660000000.0,6238000000.0,5417000000.0,382000000.0,-2230000000.0,6707000000.0,251000000.0,5079000000.0,0.0,-114000000.0,-86000000.0,179000000.0,15000000.0,548000000.0,2000000.0,10000000.0,0.0,462000000.0,-371000000.0,0.0,143000000.0,126000000.0,-304000000.0,111000000.0,934000000.0,0.0,4024000000.0,358000000.0,35000000.0,272000000.0,272000000.0,7000000.0,1.15,393000000.0,86000000.0,360000000.0,1376000000.0,1.14,519000000.0,279000000.0,1736000000.0,2288000000.0,236059963.0,0.0,7.0,-0.0259017187121763,0.431411530815109,1.42520186995325,5187000000.0,0.431411530815109,17.0465162701055,-0.23841059602649,1.06654853317582,0.249068544888481,21.973230589721,0.0717024934248226
7,2019-03-31 00:00:00+00:00,1,2019,4588000000.0,3684000000.0,12361000000.0,55000000.0,784000000.0,821000000.0,17371000000.0,1965000000.0,242000000.0,18330000000.0,7773000000.0,10962000000.0,235898957.0,316000000.0,3197000000.0,0.0,6123000000.0,3592000000.0,6013000000.0,5192000000.0,447000000.0,-2224000000.0,6409000000.0,261000000.0,4904000000.0,0.0,-113000000.0,-47000000.0,-118000000.0,-168000000.0,-66000000.0,2000000.0,9000000.0,32000000.0,-113000000.0,-86000000.0,0.0,308000000.0,118000000.0,-57000000.0,105000000.0,889000000.0,0.0,3624000000.0,414000000.0,31000000.0,312000000.0,312000000.0,5000000.0,1.32,445000000.0,102000000.0,428000000.0,1123000000.0,1.31,563000000.0,317000000.0,1551000000.0,2073000000.0,235898957.0,0.0,4.0,-0.0415234065062153,0.427980132450331,1.39690496948561,5010000000.0,0.427980132450331,15.3625096358523,-0.0149253731343284,1.05872756933116,0.271986802763171,21.2379065330077,0.0788663338216389
8,2018-12-31 00:00:00+00:00,4,2018,4373000000.0,3623000000.0,11283000000.0,61000000.0,902000000.0,651000000.0,16015000000.0,1783000000.0,229000000.0,18131000000.0,6910000000.0,10054000000.0,239884829.0,312000000.0,2845000000.0,0.0,6042000000.0,2805000000.0,5016000000.0,4365000000.0,429000000.0,-2300000000.0,5961000000.0,251000000.0,4630000000.0,0.0,-115000000.0,-158000000.0,-201000000.0,-407000000.0,800000000.0,-13000000.0,16000000.0,-535000000.0,642000000.0,-453000000.0,0.0,-8000000.0,127000000.0,-280000000.0,105000000.0,855000000.0,0.0,3645000000.0,341000000.0,30000000.0,258000000.0,258000000.0,3000000.0,1.09,371000000.0,83000000.0,325000000.0,1132000000.0,1.09,498000000.0,261000000.0,1457000000.0,2188000000.0,239884829.0,0.0,4.0,-0.010048886474742,0.399725651577503,1.36313743425566,4732000000.0,0.399725651577503,15.1947916639614,0.78688524590164,0.942764578833693,0.270362903225806,19.7261328268492,0.0799749519166257
10,2018-09-30 00:00:00+00:00,3,2018,3933000000.0,3806000000.0,11640000000.0,57000000.0,1103000000.0,15000000.0,16718000000.0,1962000000.0,306000000.0,17987000000.0,7707000000.0,9977000000.0,242018104.0,323000000.0,3217000000.0,0.0,5943000000.0,2738000000.0,5038000000.0,5023000000.0,460000000.0,-2197000000.0,6741000000.0,266000000.0,4980000000.0,0.0,-116000000.0,-108000000.0,83000000.0,-246000000.0,536000000.0,6000000.0,3000000.0,-365000000.0,428000000.0,-94000000.0,0.0,-8000000.0,122000000.0,0.0,110000000.0,867000000.0,0.0,3817000000.0,457000000.0,31000000.0,378000000.0,378000000.0,4000000.0,1.56,488000000.0,79000000.0,452000000.0,1112000000.0,1.55,610000000.0,382000000.0,1564000000.0,2253000000.0,242018104.0,0.0,6.0,0.0108580508474576,0.409745873722819,1.71395881006865,5078000000.0,0.409745873722819,15.7715474045694,-0.34453781512605,1.00863453815261,0.237684788366158,20.981901420069,0.0730242329200817
11,2018-06-30 00:00:00+00:00,2,2018,4047000000.0,3893000000.0,11811000000.0,63000000.0,1020000000.0,22000000.0,16794000000.0,1956000000.0,290000000.0,17725000000.0,7764000000.0,9915000000.0,243474044.0,321000000.0,3438000000.0,0.0,5906000000.0,2738000000.0,5070000000.0,5048000000.0,425000000.0,-2275000000.0,6879000000.0,258000000.0,4884000000.0,0.0,-110000000.0,-43000000.0,-326000000.0,-462000000.0,359000000.0,-46000000.0,9000000.0,-600000000.0,316000000.0,-39000000.0,0.0,1000000.0,125000000.0,-2000000.0,114000000.0,945000000.0,0.0,4131000000.0,475000000.0,31000000.0,371000000.0,371000000.0,4000000.0,1.51,506000000.0,104000000.0,479000000.0,1273000000.0,1.51,631000000.0,375000000.0,1752000000.0,2379000000.0,243474044.0,0.0,5.0,0.08596214511041,0.424110384894699,1.6997776130467,4983000000.0,0.424110384894699,16.9669009974632,-0.217616580310881,1.03357903357903,0.270367467379778,20.4662473179277,0.085617088376575
12,2018-03-31 00:00:00+00:00,1,2018,4030000000.0,3924000000.0,12077000000.0,58000000.0,1346000000.0,19000000.0,17544000000.0,1963000000.0,351000000.0,17464000000.0,8047000000.0,10434000000.0,249880613.0,328000000.0,3343000000.0,0.0,6232000000.0,2862000000.0,5218000000.0,5199000000.0,471000000.0,-2005000000.0,7110000000.0,270000000.0,5346000000.0,0.0,-112000000.0,-75000000.0,-90000000.0,-591000000.0,-228000000.0,21000000.0,9000000.0,295000000.0,-303000000.0,-178000000.0,0.0,998000000.0,123000000.0,-96000000.0,112000000.0,906000000.0,0.0,3781000000.0,421000000.0,26000000.0,334000000.0,334000000.0,6000000.0,1.34,447000000.0,87000000.0,418000000.0,1182000000.0,1.33,570000000.0,340000000.0,1600000000.0,2181000000.0,249880613.0,0.0,4.0,0.0846242111302353,0.423168473948691,1.76426799007444,5467000000.0,0.423168473948691,15.1312258866597,0.0229007633587786,0.972502805836139,0.283663917985291,21.8784480090898,0.0926697148848181
