,date,quarter,year,statementData.balanceSheet.acctPay,statementData.balanceSheet.acctRec,statementData.balanceSheet.inventory,statementData.balanceSheet.accoci,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.investments,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.totalAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.taxAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.deferredRev,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.assetsNonCurrent,statementData.cashFlow.ncfo,statementData.cashFlow.issrepayDebt,statementData.cashFlow.ncfx,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.depamor,statementData.cashFlow.ncfi,statementData.cashFlow.issrepayEquity,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.payDiv,statementData.cashFlow.sbcomp,statementData.cashFlow.capex,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.intexp,statementData.incomeStatement.costRev,statementData.incomeStatement.opex,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.opinc,statementData.incomeStatement.shareswa,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.epsDil,statementData.incomeStatement.ebt,statementData.incomeStatement.netinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.revenue,statementData.incomeStatement.rnd,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebitda,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.ebit,statementData.incomeStatement.sga,statementData.overview.roa,statementData.overview.revenueQoQ,statementData.overview.bookVal,statementData.overview.currentRatio,statementData.overview.epsQoQ,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.longTermDebtEquity,statementData.overview.profitMargin,statementData.overview.bvps,statementData.overview.piotroskiFScore,statementData.overview.roe
0,2020-10-31 00:00:00+00:00,3,2021,439800000.0,200300000.0,2485100000.0,-221100000.0,1884400000.0,2652900000.0,0.0,1145700000.0,22700000.0,0.0,2078600000.0,0.0,3267200000.0,768500000.0,6935300000.0,2220300000.0,228600000.0,3656600000.0,4149900000.0,2356800000.0,68800000.0,0.0,0.0,1299800000.0,121368585.0,2785400000.0,297800000.0,-47400000.0,-1100000.0,218300000.0,-115100000.0,102000000.0,70500000.0,-79600000.0,3000000.0,-100000.0,-70400000.0,9600000.0,-79500000.0,0.0,10700000.0,364700000.0,478500000.0,0.0,165000000.0,121400000.0,121700000.0,0.98,148600000.0,119000000.0,0.98,119000000.0,643500000.0,119000000.0,0.0,1008200000.0,0.0,29600000.0,229800000.0,0.0,159300000.0,478500000.0,0.0422864076777408,-0.00630790459294306,3278700000.0,3.19272195722419,0.507692307692308,0.638266217020432,8.306927200313,0.576762977473066,0.638266217020432,27.0144040980621,5.0,0.0887701855682836
1,2020-07-31 00:00:00+00:00,2,2021,394000000.0,196600000.0,2510400000.0,-232200000.0,1911700000.0,2712600000.0,0.0,1043700000.0,19500000.0,0.0,2030700000.0,0.0,3195800000.0,800900000.0,6856300000.0,2211300000.0,226900000.0,3648600000.0,4065100000.0,2371000000.0,63200000.0,0.0,0.0,1277600000.0,121346674.0,2791200000.0,204300000.0,-62400000.0,-12200000.0,131100000.0,-133800000.0,-2500000.0,68300000.0,-60800000.0,300000.0,12400000.0,-70400000.0,6300000.0,-73200000.0,0.0,11100000.0,285500000.0,401900000.0,0.0,59700000.0,121400000.0,121700000.0,0.26,49400000.0,31900000.0,0.26,31900000.0,461600000.0,31900000.0,0.0,747100000.0,0.0,17500000.0,128800000.0,0.0,60500000.0,401900000.0,0.0372409424115358,-0.287458273724368,3207700000.0,3.18182529743269,-0.769911504424779,0.617855708740463,6.1567406454008,0.598191376181238,0.617855708740463,26.4341814593122,4.0,0.0770509069631363
2,2020-04-30 00:00:00+00:00,1,2021,326900000.0,152500000.0,2506200000.0,-291700000.0,1850100000.0,2708600000.0,0.0,1046200000.0,10400000.0,12300000.0,2069700000.0,0.0,3168900000.0,858500000.0,6743800000.0,2135300000.0,221600000.0,3562800000.0,4031600000.0,2306400000.0,60600000.0,12300000.0,0.0,1256400000.0,121191337.0,2712200000.0,-217600000.0,510500000.0,2900000.0,-276500000.0,434000000.0,171500000.0,64700000.0,-47800000.0,3700000.0,9900000.0,-70300000.0,7600000.0,-58900000.0,0.0,9800000.0,246500000.0,414400000.0,0.0,-105400000.0,121200000.0,121200000.0,-0.53,-89800000.0,-64600000.0,-0.53,-64600000.0,309000000.0,-64600000.0,0.0,555500000.0,0.0,-25200000.0,-15300000.0,0.0,-80000000.0,414400000.0,0.0540902582105409,-0.446216728142757,3181000000.0,3.20885068449538,-1.51456310679612,0.556255625562556,4.58366095919876,0.583830351225977,0.556255625562556,26.2477506952498,2.0,0.109765814182381
3,2020-01-31 00:00:00+00:00,4,2020,541500000.0,240000000.0,2463900000.0,-273200000.0,1892500000.0,2243200000.0,0.0,874700000.0,16400000.0,22700000.0,2207600000.0,0.0,3322900000.0,350700000.0,6660100000.0,2201500000.0,225200000.0,3324700000.0,3875500000.0,2354300000.0,61800000.0,22700000.0,0.0,970400000.0,119943050.0,2784600000.0,407200000.0,56300000.0,-1900000.0,280600000.0,85000000.0,385100000.0,69800000.0,-105200000.0,104100000.0,17100000.0,-69600000.0,13300000.0,-126600000.0,0.0,9100000.0,498700000.0,590200000.0,0.0,269000000.0,121400000.0,122500000.0,1.65,258300000.0,201200000.0,1.66,201200000.0,859200000.0,201200000.0,0.0,1357900000.0,0.0,57100000.0,337200000.0,0.0,267400000.0,590200000.0,0.0848428306553721,0.0282447372406482,3335400000.0,3.99371393239901,-0.00598802395209586,0.632741733559172,11.3212061891039,0.569532637154293,0.632741733559172,27.8081973069719,6.0,0.169206113434703
5,2019-10-31 00:00:00+00:00,3,2020,491900000.0,218000000.0,2577000000.0,-223000000.0,1850500000.0,2151600000.0,0.0,489600000.0,21800000.0,40000000.0,2076700000.0,0.0,3129900000.0,301100000.0,6259000000.0,2109000000.0,217700000.0,3116500000.0,3600800000.0,2239300000.0,62400000.0,40000000.0,0.0,877200000.0,120798663.0,2658200000.0,109800000.0,-43300000.0,800000.0,37700000.0,-189800000.0,-151400000.0,64300000.0,-72200000.0,-76300000.0,-100000.0,-69700000.0,4800000.0,-72100000.0,0.0,9200000.0,388900000.0,507200000.0,0.0,118500000.0,120300000.0,120600000.0,0.65,105100000.0,78400000.0,0.65,78400000.0,625700000.0,78400000.0,0.0,1014600000.0,0.0,26700000.0,178600000.0,0.0,114300000.0,507200000.0,0.0900444929621727,0.00217305412880275,3142500000.0,4.10487916096671,-0.166666666666667,0.616696234969446,8.39909958274952,0.591232946739512,0.616696234969446,26.0143607715261,5.0,0.173017638646115
6,2019-07-31 00:00:00+00:00,2,2020,430300000.0,241000000.0,2487700000.0,-237000000.0,1853600000.0,2205900000.0,0.0,641000000.0,17100000.0,39600000.0,2139400000.0,0.0,3180100000.0,352300000.0,6315900000.0,2094600000.0,209700000.0,3122800000.0,3673700000.0,2251700000.0,71400000.0,39600000.0,0.0,871100000.0,121407389.0,2642200000.0,122800000.0,-3400000.0,-7500000.0,60400000.0,-134000000.0,-68500000.0,64700000.0,-49800000.0,-59400000.0,12600000.0,-70300000.0,9200000.0,-62400000.0,0.0,9800000.0,390800000.0,473400000.0,0.0,184300000.0,121100000.0,121400000.0,1.12,175400000.0,136300000.0,1.13,136300000.0,657700000.0,136300000.0,0.0,1048500000.0,0.0,39100000.0,249900000.0,0.0,185200000.0,473400000.0,0.0974406413814369,-0.0254670508411562,3193100000.0,4.21731144529905,-0.0341880341880342,0.627277062470196,8.63621241372714,0.582874752366278,0.627277062470196,26.3007056349758,5.0,0.18000497428615
7,2019-04-30 00:00:00+00:00,1,2020,392600000.0,210500000.0,2453800000.0,-244000000.0,1833300000.0,2201700000.0,0.0,709500000.0,40600000.0,53200000.0,2128300000.0,0.0,3158600000.0,368400000.0,6275700000.0,2085300000.0,214500000.0,3103700000.0,3642800000.0,2230000000.0,72100000.0,53200000.0,0.0,873700000.0,121454192.0,2632900000.0,31100000.0,28900000.0,7000000.0,-28400000.0,-69100000.0,-83100000.0,60900000.0,-52100000.0,-23400000.0,7400000.0,-66700000.0,5900000.0,-59500000.0,0.0,10400000.0,383900000.0,458300000.0,0.0,160900000.0,121400000.0,121900000.0,1.03,151500000.0,125200000.0,1.03,125200000.0,619200000.0,125200000.0,0.0,1003100000.0,0.0,26300000.0,222800000.0,0.0,161900000.0,458300000.0,0.104078685167919,-0.0291327913279132,3172000000.0,4.16939452901454,-0.0964912280701753,0.617286412122421,8.25908092163669,0.580415373899829,0.617286412122421,26.1168424717691,4.0,0.184524629484073
8,2019-01-31 00:00:00+00:00,4,2019,513400000.0,245400000.0,2428000000.0,-204800000.0,883400000.0,996800000.0,0.0,792600000.0,21400000.0,62700000.0,2045600000.0,0.0,3117400000.0,113400000.0,5333000000.0,1026700000.0,215800000.0,2202100000.0,3759500000.0,1484000000.0,69900000.0,62700000.0,0.0,718100000.0,121897160.0,1573500000.0,374600000.0,43200000.0,-8800000.0,267200000.0,-70800000.0,150000000.0,59800000.0,-145000000.0,-43600000.0,-49800000.0,-66900000.0,3800000.0,-107400000.0,0.0,10000000.0,478600000.0,573600000.0,0.0,268400000.0,121700000.0,122000000.0,1.67,256400000.0,204500000.0,1.67,204500000.0,842000000.0,204500000.0,0.0,1320600000.0,0.0,51900000.0,326200000.0,0.0,266400000.0,573600000.0,0.111406112707497,-0.010341726618705,3130900000.0,5.23534326695446,2.34,0.637588974708466,10.8337224591615,0.28337717328543,0.637588974708466,25.6847657484391,8.0,0.188613702155034
10,2018-10-31 00:00:00+00:00,3,2019,443900000.0,212400000.0,2473400000.0,-217700000.0,880000000.0,948900000.0,0.0,642600000.0,21500000.0,12800000.0,1948600000.0,0.0,3008000000.0,68900000.0,5100700000.0,974500000.0,185200000.0,2078300000.0,3608500000.0,1462800000.0,81200000.0,12800000.0,0.0,615500000.0,122411035.0,1492200000.0,66100000.0,-21000000.0,3000000.0,-6900000.0,-154400000.0,-110200000.0,58300000.0,-24900000.0,-65200000.0,48100000.0,-67200000.0,10600000.0,-73000000.0,0.0,10100000.0,383100000.0,502900000.0,0.0,126400000.0,122300000.0,123100000.0,0.77,114500000.0,94900000.0,0.78,94900000.0,629300000.0,94900000.0,0.0,1012400000.0,0.0,19600000.0,182900000.0,0.0,124600000.0,502900000.0,0.0837769471816363,0.0370825650481459,3022400000.0,5.86271324126726,-0.0370370370370371,0.621592256025286,8.27049620158836,0.292553191489362,0.621592256025286,24.6905844722251,6.0,0.141427660930529
11,2018-07-31 00:00:00+00:00,2,2019,428400000.0,207000000.0,2411800000.0,-196700000.0,881400000.0,971700000.0,0.0,752800000.0,24300000.0,61300000.0,1986800000.0,0.0,3056900000.0,90300000.0,5170200000.0,970500000.0,190700000.0,2098700000.0,3689300000.0,1488400000.0,67300000.0,61300000.0,0.0,610300000.0,124241267.0,1480900000.0,-8700000.0,-2000000.0,300000.0,-73500000.0,-323100000.0,-246400000.0,57100000.0,85100000.0,-253300000.0,149900000.0,-67500000.0,10700000.0,-64800000.0,0.0,9700000.0,387100000.0,497600000.0,0.0,191200000.0,123200000.0,124000000.0,1.17,182000000.0,144700000.0,1.17,144700000.0,688800000.0,144700000.0,0.0,1075900000.0,0.0,37300000.0,248800000.0,0.0,191700000.0,497600000.0,0.0839325511963332,0.12107950401167,3071500000.0,6.04505980665247,0.271739130434782,0.640208197787899,8.65976358724674,0.288331316039125,0.640208197787899,24.7220595392029,5.0,0.141472211940557
12,2018-04-30 00:00:00+00:00,1,2019,380600000.0,227700000.0,2317600000.0,-166100000.0,882900000.0,979600000.0,0.0,999200000.0,124300000.0,212700000.0,2159000000.0,0.0,3253700000.0,96700000.0,5450600000.0,965600000.0,187300000.0,2182000000.0,3980200000.0,1497700000.0,82700000.0,212700000.0,0.0,684300000.0,124398512.0,1470400000.0,99800000.0,-21300000.0,-200000.0,62900000.0,-126000000.0,28500000.0,53800000.0,54900000.0,-36200000.0,91800000.0,-62200000.0,9000000.0,-36900000.0,0.0,9900000.0,382300000.0,446600000.0,0.0,204300000.0,124400000.0,125000000.0,1.14,190500000.0,142300000.0,1.14,142300000.0,650900000.0,142300000.0,0.0,1033200000.0,0.0,48200000.0,254200000.0,0.0,200400000.0,446600000.0,0.0780195606981579,0.148510449088484,3268600000.0,5.81645477129914,0.52,0.629984514130856,8.30556558425715,0.271352613947199,0.629984514130856,26.2752339031194,7.0,0.131228586179383
13,2018-01-31 00:00:00+00:00,4,2018,437400000.0,231200000.0,2253500000.0,-138000000.0,882900000.0,1003500000.0,0.0,970700000.0,89400000.0,320500000.0,2114200000.0,0.0,3233400000.0,120600000.0,5468100000.0,990500000.0,188200000.0,2219900000.0,3983300000.0,1495100000.0,77400000.0,320500000.0,0.0,724800000.0,124277409.0,1484800000.0,501000000.0,-78200000.0,2000000.0,408200000.0,-140200000.0,125700000.0,54000000.0,-237100000.0,1700000.0,-145500000.0,-62000000.0,6400000.0,-92800000.0,0.0,10100000.0,482300000.0,541000000.0,0.0,311100000.0,124500000.0,125100000.0,0.5,301400000.0,61900000.0,0.5,61900000.0,852100000.0,61900000.0,0.0,1334400000.0,0.0,239500000.0,365500000.0,0.0,311500000.0,541000000.0,0.0699502313556638,0.0852309694209499,3248200000.0,5.49572295805739,-0.606299212598425,0.638564148681055,10.7372692328982,0.273056225644832,0.638564148681055,26.1366890904525,7.0,0.117557348922921
