,year,quarter,date,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.totalAssets,statementData.balanceSheet.equity,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.taxAssets,statementData.balanceSheet.debt,statementData.balanceSheet.deferredRev,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.deposits,statementData.balanceSheet.ppeq,statementData.balanceSheet.inventory,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.accoci,statementData.balanceSheet.acctRec,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.acctPay,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.investments,statementData.cashFlow.freeCashFlow,statementData.cashFlow.ncfx,statementData.cashFlow.ncfi,statementData.cashFlow.payDiv,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncfo,statementData.cashFlow.sbcomp,statementData.cashFlow.ncf,statementData.cashFlow.issrepayDebt,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.ncff,statementData.cashFlow.depamor,statementData.cashFlow.businessAcqDisposals,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.grossProfit,statementData.incomeStatement.epsDil,statementData.incomeStatement.revenue,statementData.incomeStatement.netinc,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.intexp,statementData.incomeStatement.eps,statementData.incomeStatement.opex,statementData.incomeStatement.rnd,statementData.incomeStatement.ebit,statementData.incomeStatement.shareswa,statementData.incomeStatement.taxExp,statementData.incomeStatement.sga,statementData.incomeStatement.ebt,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.costRev,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.opinc,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2021,1,2020-09-26 00:00:00+00:00,5603300000.0,8133400000.0,2530100000.0,1052900000.0,0.0,2685000000.0,172600000.0,4381400000.0,0.0,5287900000.0,2845500000.0,0.0,2445600000.0,811200000.0,265600000.0,-761000000.0,-76500000.0,251100000.0,1819000000.0,8500000.0,276241174.0,3328500000.0,296000000.0,3784300000.0,1513900000.0,8500000.0,87900000.0,8000000.0,-2000000.0,0.0,0.0,90000000.0,14000000.0,87600000.0,-200000.0,-2100000.0,100000.0,-8400000.0,51200000.0,0.0,277900000.0,231700000.0,830200000.0,0.83,1172200000.0,231700000.0,0.0,19400000.0,0.84,628000000.0,0.0,204800000.0,276800000.0,-46300000.0,628000000.0,185400000.0,231700000.0,342000000.0,0.0,256000000.0,0.0,202200000.0,2.0,-0.136755283894249,0.708240914519706,1.56432105552501,2530100000.0,0.708240914519706,4.24339349209398,11.0,1.31556064977669,-0.164912937652125,9.15902565632739,-0.0542019094973339
1,2020,4,2020-06-27 00:00:00+00:00,5647800000.0,7924200000.0,2276400000.0,1100300000.0,0.0,2680500000.0,101900000.0,4488000000.0,0.0,5371100000.0,2553100000.0,0.0,2532200000.0,736900000.0,399600000.0,-992700000.0,-92200000.0,193300000.0,1742100000.0,8100000.0,276098489.0,3387700000.0,130800000.0,3905700000.0,1426300000.0,8100000.0,-71600000.0,300000.0,113500000.0,-93200000.0,2600000.0,-39100000.0,6100000.0,683700000.0,699800000.0,-32500000.0,146000000.0,609000000.0,53400000.0,0.0,273800000.0,-293800000.0,498900000.0,-1.06,714800000.0,-293800000.0,0.0,20300000.0,-1.06,778900000.0,0.0,-280500000.0,276200000.0,-7000000.0,301200000.0,-300800000.0,-293800000.0,215900000.0,0.0,-227100000.0,0.0,-280000000.0,2.0,-0.527779612869129,0.697957470621153,1.46553010734171,2276400000.0,0.697957470621153,2.58893122736358,-3.07843137254902,1.48818309611668,-0.232088835106951,8.24488394791614,-0.079482225892362
3,2020,3,2020-03-28 00:00:00+00:00,5189900000.0,7743000000.0,2553100000.0,364900000.0,0.0,2679600000.0,71000000.0,3849400000.0,0.0,5611100000.0,2131900000.0,0.0,2789600000.0,852900000.0,351600000.0,-699000000.0,-96700000.0,190400000.0,1138900000.0,155600000.0,276028807.0,3484500000.0,200100000.0,4051000000.0,742600000.0,155600000.0,-166300000.0,-800000.0,58700000.0,-93100000.0,0.0,-115600000.0,13200000.0,-154300000.0,-200000.0,-50700000.0,109400000.0,-96600000.0,69900000.0,0.0,276600000.0,-677100000.0,616200000.0,-2.45,1072700000.0,-677100000.0,0.0,13500000.0,-2.45,1301700000.0,0.0,-691500000.0,276100000.0,-27900000.0,1301700000.0,-705000000.0,-677100000.0,456500000.0,0.0,-621600000.0,0.0,-685500000.0,1.0,-0.194306744779931,0.574438333177962,1.87189393274212,2553100000.0,0.574438333177962,3.88618858900477,-7.125,1.36481140574204,-0.067137979127591,9.24939692979219,-0.0263640798854283
4,2020,2,2019-12-28 00:00:00+00:00,5377700000.0,8700100000.0,3322400000.0,329800000.0,0.0,3161100000.0,79400000.0,3829000000.0,0.0,6188700000.0,2511400000.0,0.0,2882800000.0,748300000.0,380500000.0,71300000.0,-85000000.0,363500000.0,1252300000.0,269800000.0,275935645.0,3499200000.0,252400000.0,4125400000.0,896900000.0,269800000.0,505700000.0,2200000.0,-54300000.0,-97200000.0,-31400000.0,556000000.0,16700000.0,374800000.0,-200000.0,-50300000.0,-4000000.0,-129100000.0,60800000.0,0.0,276700000.0,298800000.0,1209700000.0,1.08,1816000000.0,298800000.0,0.0,14000000.0,1.08,846600000.0,0.0,369000000.0,276000000.0,56200000.0,846600000.0,355000000.0,298800000.0,606300000.0,0.0,429800000.0,0.0,363100000.0,4.0,0.00844069302532202,0.66613436123348,2.00543000878384,3322400000.0,0.66613436123348,6.58124469566083,0.227272727272727,1.05321454370335,0.173956993882815,12.0404886436473,0.0755031067121759
5,2020,1,2019-09-28 00:00:00+00:00,5363200000.0,8450100000.0,3086900000.0,328900000.0,0.0,3163100000.0,81300000.0,3891600000.0,0.0,6246200000.0,2203900000.0,0.0,2946400000.0,880200000.0,349800000.0,-134300000.0,-96000000.0,313100000.0,1212000000.0,266300000.0,286849656.0,3562700000.0,254300000.0,4151200000.0,522100000.0,266300000.0,-66200000.0,-1800000.0,-73600000.0,-96800000.0,-266900000.0,5700000.0,17100000.0,-447100000.0,-200000.0,-71900000.0,-1700000.0,-377400000.0,64200000.0,0.0,285700000.0,20000000.0,914500000.0,0.07,1357900000.0,20000000.0,0.0,12300000.0,0.07,862900000.0,0.0,38900000.0,284400000.0,6600000.0,862900000.0,26600000.0,20000000.0,443400000.0,0.0,103100000.0,0.0,51600000.0,4.0,-0.0168693889371561,0.673466381913248,1.81839933993399,3086900000.0,0.673466381913248,4.73383869074607,-0.833333333333333,1.1541352165603,0.158914529475253,10.7613864455881,0.0735775038583657
6,2019,4,2019-06-29 00:00:00+00:00,3363900000.0,6877300000.0,3513400000.0,800000.0,100000.0,3228100000.0,75200000.0,1602700000.0,0.0,4320500000.0,2556800000.0,0.0,938800000.0,778300000.0,390000000.0,291600000.0,-83200000.0,298100000.0,918000000.0,264600000.0,290135955.0,1601900000.0,243600000.0,2445900000.0,969200000.0,264700000.0,99600000.0,-1500000.0,-96500000.0,-97900000.0,-96300000.0,189600000.0,19400000.0,-106100000.0,-100000.0,-90000000.0,-2400000.0,-197700000.0,78400000.0,-4100000.0,289600000.0,148900000.0,999200000.0,0.51,1513700000.0,148900000.0,0.0,11000000.0,0.51,828100000.0,0.0,169900000.0,289100000.0,10000000.0,828100000.0,158900000.0,148900000.0,514500000.0,0.0,248300000.0,0.0,171100000.0,6.0,0.0202197209678507,0.660104379996036,2.78518518518519,3513400000.0,0.660104379996036,5.21720929072717,-0.310810810810811,0.45594011498833,0.185918830277549,12.1094953570991,0.0930111529537619
8,2019,3,2019-03-30 00:00:00+00:00,3438700000.0,6969900000.0,3531200000.0,700000.0,100000.0,3220900000.0,66900000.0,1602200000.0,0.0,4307500000.0,2662400000.0,0.0,921600000.0,811100000.0,477500000.0,340200000.0,-90500000.0,285700000.0,996600000.0,262000000.0,289978011.0,1601500000.0,260600000.0,2442100000.0,1075300000.0,262100000.0,-64300000.0,6800000.0,-72200000.0,-97900000.0,800000.0,3500000.0,22300000.0,-161700000.0,-300000.0,-67800000.0,-2700000.0,-99800000.0,63500000.0,-1700000.0,290900000.0,117400000.0,915900000.0,0.4,1331400000.0,117400000.0,0.0,10600000.0,0.4,806100000.0,0.0,105800000.0,290000000.0,-22200000.0,806100000.0,95200000.0,117400000.0,415500000.0,0.0,169300000.0,0.0,109800000.0,5.0,0.0068058076225046,0.68792248760703,2.67148304234397,3531200000.0,0.68792248760703,4.59138262038772,-0.183673469387755,0.453528545536928,0.208106793970738,12.1774750706873,0.102829185899209
9,2019,2,2018-12-29 00:00:00+00:00,3630900000.0,7119300000.0,3488400000.0,700000.0,100000.0,3225300000.0,89900000.0,1601700000.0,0.0,4290800000.0,2828500000.0,0.0,896000000.0,732400000.0,476400000.0,320700000.0,-91500000.0,360500000.0,1081100000.0,258200000.0,289795992.0,1601000000.0,299100000.0,2549800000.0,1237000000.0,258300000.0,557200000.0,-9800000.0,-182500000.0,-97700000.0,4600000.0,618400000.0,21100000.0,332300000.0,-100000.0,-61200000.0,-99300000.0,-93800000.0,65300000.0,-22000000.0,291000000.0,254800000.0,1203500000.0,0.88,1800800000.0,254800000.0,0.0,13200000.0,0.88,827000000.0,0.0,380700000.0,289900000.0,112700000.0,827000000.0,367500000.0,254800000.0,597300000.0,0.0,446000000.0,0.0,376500000.0,7.0,0.0088515406162466,0.668314082629942,2.6163167144575,3488400000.0,0.668314082629942,6.2140265901262,3.0,0.458949661736039,0.221264585830691,12.0374335611929,0.107660333199207
10,2019,1,2018-09-29 00:00:00+00:00,3393700000.0,6703300000.0,3309600000.0,700000.0,0.0,3213500000.0,115600000.0,1601200000.0,0.0,4235800000.0,2467500000.0,0.0,888300000.0,820900000.0,443200000.0,163700000.0,-88100000.0,283100000.0,899400000.0,158500000.0,288038993.0,1600500000.0,292900000.0,2494300000.0,904700000.0,158500000.0,-74300000.0,-2300000.0,-223000000.0,-97200000.0,26200000.0,-19100000.0,22000000.0,-338700000.0,-200000.0,-55200000.0,-152100000.0,-94300000.0,61000000.0,-15700000.0,292000000.0,122300000.0,935100000.0,0.42,1381200000.0,122300000.0,0.0,13100000.0,0.42,772800000.0,0.0,157700000.0,288800000.0,22300000.0,772800000.0,144600000.0,122300000.0,446100000.0,0.0,218700000.0,0.0,162300000.0,5.0,0.0716114516254169,0.677019982623805,2.74349566377585,3309600000.0,0.677019982623805,4.7951841020358,-8.0,0.48359318346628,0.170073408429313,11.4901109934098,0.0783219432584843
11,2018,4,2018-06-30 00:00:00+00:00,3433700000.0,6678300000.0,3244600000.0,700000.0,0.0,3217200000.0,50100000.0,1600600000.0,0.0,4245700000.0,2432600000.0,0.0,885400000.0,673800000.0,428600000.0,119000000.0,-82800000.0,314100000.0,938200000.0,6600000.0,287817710.0,1599900000.0,264300000.0,2495500000.0,1243400000.0,6600000.0,330200000.0,-23300000.0,-83700000.0,-97000000.0,5800000.0,411000000.0,20400000.0,211700000.0,-800000.0,-80800000.0,-300000.0,-92300000.0,71700000.0,-2600000.0,291000000.0,211700000.0,1001800000.0,0.73,1483700000.0,211700000.0,0.0,14400000.0,0.74,813400000.0,0.0,187200000.0,287500000.0,-38900000.0,813400000.0,172800000.0,211700000.0,481900000.0,0.0,258900000.0,0.0,188400000.0,7.0,0.308608220144646,0.675203882186426,2.59283734811341,3244600000.0,0.675203882186426,5.15499897487198,0.37037037037037,0.493096221414042,0.129563233376793,11.2731075513039,0.0563791801261617
13,2018,3,2018-03-31 00:00:00+00:00,3450000000.0,6588000000.0,3138000000.0,700000.0,100000.0,3253800000.0,131600000.0,1600200000.0,0.0,4299700000.0,2288300000.0,0.0,889400000.0,714300000.0,511000000.0,4500000.0,-46400000.0,292300000.0,860100000.0,6600000.0,284882437.0,1599500000.0,221900000.0,2589900000.0,1031700000.0,6700000.0,95400000.0,2200000.0,-92600000.0,-96100000.0,99600000.0,155500000.0,22400000.0,-1033300000.0,-1100000000.0,-60100000.0,20500000.0,-1098400000.0,62300000.0,-53000000.0,290100000.0,140300000.0,907600000.0,0.48,1322400000.0,140300000.0,0.0,16900000.0,0.49,748600000.0,0.0,159000000.0,286200000.0,1800000.0,748600000.0,142100000.0,140300000.0,414800000.0,0.0,221300000.0,0.0,159000000.0,6.0,0.328778135048232,0.686327888687235,2.66050459248925,3138000000.0,0.686327888687235,4.64191479799788,0.113636363636364,0.509719566602932,0.112225981561687,11.0150700515104,0.0493507632918056
